fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;quality-binned;type-red;type-white
10.2;0.23;0.37;2.2;0.057;14.0;36.0;0.9587672524976419;3.23;0.49;0.6241610738255033;4;Low;True;False
7.1;0.75;0.01;2.2;0.059;11.0;18.0;0.9551868178405744;3.39;0.4;0.8590604026845637;6;Medium;True;False
6.0;0.33;0.32;12.9;0.054;6.0;113.0;0.9583630098750698;3.3;0.56;0.7718120805369127;4;Low;True;False
7.8;0.55;0.0;1.7;0.07;7.0;17.0;0.9592003695932548;3.26;0.64;0.6308724832214765;6;Medium;True;False
8.1;0.73;0.0;2.5;0.081;12.0;24.0;0.9605382201774817;3.38;0.46;0.6442953020134228;4;Low;True;False
6.5;0.67;0.0;4.3;0.057;11.0;20.0;0.9575545246299255;3.45;0.56;0.7919463087248323;4;Low;True;False
7.5;0.61;0.2;1.7;0.076;36.0;60.0;0.9576122735760073;3.1;0.4;0.6241610738255033;5;Medium;True;False
9.8;0.37;0.39;2.5;0.079;28.0;65.0;0.9598741072975419;3.16;0.59;0.6577181208053692;5;Medium;True;False
9.0;0.4;0.41;2.0;0.058;15.0;40.0;0.9568422876282507;3.22;0.6;0.8187919463087248;6;Medium;True;False
8.3;0.56;0.22;2.4;0.082;10.0;86.0;0.9608462145565843;3.37;0.62;0.6375838926174496;5;Medium;True;False
5.9;0.29;0.25;13.4;0.067;72.0;160.0;0.9597971087027662;3.33;0.54;0.6912751677852349;6;Medium;True;False
7.4;0.55;0.19;1.8;0.082;15.0;34.0;0.9591618702958671;3.49;0.68;0.7046979865771812;5;Medium;True;False
7.4;0.74;0.07;1.7;0.086;15.0;48.0;0.9576892721707829;3.12;0.48;0.6711409395973155;5;Medium;True;False
6.9;0.41;0.33;2.2;0.081;22.0;36.0;0.9575737742786194;3.41;0.75;0.7449664429530201;6;Medium;True;False
7.1;0.6;0.01;2.3;0.079;24.0;37.0;0.9578047700629464;3.4;0.61;0.7315436241610739;6;Medium;True;False
7.5;0.58;0.14;2.2;0.077;27.0;60.0;0.9589212496871932;3.28;0.59;0.6577181208053692;5;Medium;True;False
7.1;0.72;0.0;1.8;0.123;6.0;14.0;0.9588923752141523;3.45;0.58;0.6577181208053692;5;Medium;True;False
7.9;0.66;0.0;1.4;0.096;6.0;13.0;0.9583341354020288;3.43;0.58;0.6375838926174496;5;Medium;True;False
7.8;0.7;0.06;1.9;0.079;20.0;35.0;0.9589020000384993;3.4;0.69;0.7315436241610739;5;Medium;True;False
6.1;0.64;0.02;2.4;0.069;26.0;46.0;0.9563032974648212;3.47;0.45;0.7382550335570469;5;Medium;True;False
7.5;0.59;0.22;1.8;0.082;43.0;60.0;0.957660397697742;3.1;0.42;0.6174496644295301;5;Medium;True;False
7.0;0.58;0.28;4.8;0.085;12.0;69.0;0.9589501241602341;3.32;0.7;0.7382550335570469;6;Medium;True;False
6.8;0.64;0.0;2.7;0.123;15.0;33.0;0.9580357658472733;3.44;0.63;0.7583892617449665;6;Medium;True;False
8.6;0.635;0.68;1.8;0.403;19.0;56.0;0.9589404993358871;3.02;1.15;0.6241610738255033;5;Medium;True;False
6.3;1.02;0.0;2.0;0.083;17.0;24.0;0.9570636585882307;3.59;0.55;0.7516778523489932;4;Low;True;False
9.8;0.45;0.38;2.5;0.081;34.0;66.0;0.959845232824501;3.15;0.58;0.6577181208053692;5;Medium;True;False
8.2;0.78;0.0;2.2;0.089;13.0;26.0;0.9603649733392365;3.37;0.46;0.6442953020134228;4;Low;True;False
8.5;0.37;0.32;1.8;0.066;26.0;51.0;0.957246530250823;3.38;0.72;0.7919463087248323;6;Medium;True;False
7.2;0.57;0.05;2.3;0.081;16.0;36.0;0.9582860112802941;3.38;0.6;0.6912751677852349;6;Medium;True;False
10.4;0.43;0.5;2.3;0.068;13.0;19.0;0.9586325049567845;3.1;0.87;0.7651006711409396;6;Medium;True;False
6.9;0.41;0.31;2.0;0.079;21.0;51.0;0.9592869930123775;3.47;0.55;0.6375838926174496;6;Medium;True;False
5.5;0.49;0.03;1.8;0.044;28.0;87.0;0.9536275962963676;3.5;0.82;0.9395973154362416;8;High;True;False
5.0;0.38;0.01;1.6;0.048;26.0;60.0;0.9536660955937555;3.7;0.75;0.9395973154362416;6;Medium;True;False
7.3;0.44;0.2;1.6;0.049;24.0;64.0;0.9562262988700456;3.38;0.57;0.785234899328859;6;Medium;True;False
5.9;0.46;0.0;1.9;0.077;25.0;44.0;0.9565631677221891;3.5;0.53;0.7516778523489932;5;Medium;True;False
7.5;0.58;0.2;2.0;0.073;34.0;44.0;0.9576122735760073;3.1;0.43;0.6241610738255033;5;Medium;True;False
7.8;0.58;0.13;2.1;0.102;17.0;36.0;0.9570925330612716;3.24;0.53;0.7516778523489932;6;Medium;True;False
8.0;0.715;0.22;2.3;0.075;13.0;81.0;0.9594794894993166;3.24;0.54;0.6375838926174496;6;Medium;True;False
8.5;0.4;0.4;6.3;0.05;3.0;10.0;0.958305260928988;3.28;0.56;0.8053691275167785;4;Low;True;False
7.0;0.69;0.0;1.9;0.114;3.0;10.0;0.958978998633275;3.35;0.6;0.6510067114093959;6;Medium;True;False
9.8;0.3;0.39;1.7;0.062;3.0;9.0;0.9574775260351499;3.14;0.57;0.7718120805369127;7;High;True;False
7.1;0.46;0.2;1.9;0.077;28.0;54.0;0.9582475119829064;3.37;0.64;0.697986577181208;6;Medium;True;False
7.9;0.765;0.0;2.0;0.084;9.0;22.0;0.9588153766193767;3.33;0.68;0.7315436241610739;6;Medium;True;False
8.7;0.63;0.28;2.7;0.096;17.0;69.0;0.9599222314192766;3.26;0.63;0.6845637583892616;6;Medium;True;False
7.0;0.42;0.19;2.3;0.071;18.0;36.0;0.957439026737762;3.39;0.56;0.7315436241610739;5;Medium;True;False
11.3;0.37;0.5;1.8;0.09;20.0;47.0;0.9599222314192766;3.15;0.57;0.7046979865771812;5;Medium;True;False
7.1;0.16;0.44;2.5;0.068;17.0;31.0;0.9560145527344126;3.35;0.54;0.8322147651006712;6;Medium;True;False
8.0;0.6;0.08;2.6;0.056;3.0;7.0;0.9556103101118404;3.22;0.37;0.87248322147651;5;Medium;True;False
7.0;0.6;0.3;4.5;0.068;20.0;110.0;0.9616546998017287;3.3;1.17;0.6845637583892616;5;Medium;True;False
7.6;0.74;0.0;1.9;0.1;6.0;12.0;0.957872143833375;3.36;0.59;0.7382550335570469;5;Medium;True;False
8.2;0.635;0.1;2.1;0.073;25.0;60.0;0.9589982482819689;3.29;0.75;0.7315436241610739;6;Medium;True;False
5.9;0.395;0.13;2.4;0.056;14.0;28.0;0.956341796762209;3.62;0.67;0.8322147651006712;6;Medium;True;False
7.5;0.755;0.0;1.9;0.084;6.0;12.0;0.9593254923097654;3.34;0.49;0.6510067114093959;4;Low;True;False
6.6;0.63;0.0;4.3;0.093;51.0;77.5;0.9582282623342124;3.2;0.45;0.6375838926174496;5;Medium;True;False
7.2;0.53;0.14;2.1;0.064;15.0;29.0;0.9559664286126778;3.35;0.61;0.8120805369127516;6;Medium;True;False
5.7;0.6;0.0;1.4;0.063;11.0;18.0;0.9546959517988797;3.45;0.56;0.8187919463087248;6;Medium;True;False
7.6;1.58;0.0;2.1;0.137;5.0;9.0;0.957439026737762;3.5;0.4;0.7315436241610739;3;Low;True;False
5.2;0.645;0.0;2.15;0.08;15.0;28.0;0.9571310323586595;3.78;0.61;0.8389261744966443;6;Medium;True;False
6.7;0.86;0.07;2.0;0.1;20.0;57.0;0.9586132553080906;3.6;0.74;0.785234899328859;6;Medium;True;False
9.1;0.37;0.32;2.1;0.064;4.0;15.0;0.9584015091724576;3.3;0.8;0.7516778523489932;6;Medium;True;False
8.0;0.28;0.44;1.8;0.081;28.0;68.0;0.9576796473464358;3.36;0.66;0.7516778523489932;5;Medium;True;False
7.6;0.79;0.21;2.3;0.087;21.0;68.0;0.9581512637394368;3.12;0.44;0.6174496644295301;5;Medium;True;False
7.5;0.61;0.26;1.9;0.073;24.0;88.0;0.958748002848948;3.3;0.53;0.6577181208053692;5;Medium;True;False
9.7;0.69;0.32;2.5;0.088;22.0;91.0;0.9604612215827061;3.29;0.62;0.6778523489932885;5;Medium;True;False
6.8;0.68;0.09;3.9;0.068;15.0;29.0;0.9579010183064159;3.41;0.52;0.7449664429530201;4;Low;True;False
7.0;0.62;0.1;1.4;0.071;27.0;63.0;0.9586325049567845;3.28;0.61;0.6174496644295301;5;Medium;True;False
6.5;0.51;0.15;3.0;0.064;12.0;27.0;0.9556488094092283;3.33;0.59;0.8590604026845637;6;Medium;True;False
8.0;1.18;0.21;1.9;0.083;14.0;41.0;0.9579780169011916;3.34;0.47;0.7046979865771812;5;Medium;True;False
7.0;0.36;0.21;2.3;0.086;20.0;65.0;0.9582282623342124;3.4;0.54;0.6778523489932885;6;Medium;True;False
7.0;0.36;0.21;2.4;0.086;24.0;69.0;0.9582090126855185;3.4;0.53;0.6778523489932885;6;Medium;True;False
7.5;0.63;0.27;2.0;0.083;17.0;91.0;0.9587865021463359;3.26;0.58;0.6577181208053692;6;Medium;True;False
5.4;0.74;0.0;1.2;0.041;16.0;46.0;0.9553408150301257;4.01;0.59;0.8389261744966443;6;Medium;True;False
9.9;0.44;0.46;2.2;0.091;10.0;41.0;0.9589982482819689;3.18;0.69;0.7986577181208053;6;Medium;True;False
9.1;0.76;0.68;1.7;0.414;18.0;64.0;0.9591329958228262;2.9;1.33;0.610738255033557;6;Medium;True;False
9.7;0.66;0.34;2.6;0.094;12.0;88.0;0.9605189705287878;3.26;0.66;0.6778523489932885;5;Medium;True;False
5.0;0.74;0.0;1.2;0.041;16.0;46.0;0.9553408150301257;4.01;0.59;0.8389261744966443;6;Medium;True;False
9.1;0.34;0.42;1.8;0.058;9.0;18.0;0.9566305414926177;3.18;0.55;0.7651006711409396;5;Medium;True;False
9.1;0.36;0.39;1.8;0.06;21.0;55.0;0.9576218984003542;3.18;0.82;0.7382550335570469;7;High;True;False
6.7;0.46;0.24;1.7;0.077;18.0;34.0;0.9574775260351499;3.39;0.6;0.7114093959731543;6;Medium;True;False
6.5;0.52;0.11;1.8;0.073;13.0;38.0;0.9581512637394368;3.34;0.52;0.6241610738255033;5;Medium;True;False
7.4;0.6;0.26;2.1;0.083;17.0;91.0;0.9587865021463359;3.29;0.56;0.6577181208053692;6;Medium;True;False
7.8;0.87;0.26;3.8;0.107;31.0;67.0;0.9592869930123775;3.26;0.46;0.6174496644295301;5;Medium;True;False
8.4;0.39;0.1;1.7;0.075;6.0;25.0;0.9584496332941923;3.09;0.43;0.6510067114093959;6;Medium;True;False
9.1;0.775;0.22;2.2;0.079;12.0;48.0;0.9601724768522975;3.18;0.51;0.6442953020134228;5;Medium;True;False
7.2;0.835;0.0;2.0;0.166;4.0;11.0;0.9587095035515601;3.39;0.52;0.6711409395973155;5;Medium;True;False
6.6;0.58;0.02;2.4;0.069;19.0;40.0;0.956582417370883;3.38;0.66;0.8456375838926175;6;Medium;True;False
6.0;0.5;0.0;1.4;0.057;15.0;26.0;0.9571695316560473;3.36;0.45;0.6375838926174496;5;Medium;True;False
7.5;0.51;0.02;1.7;0.084;13.0;31.0;0.9580357658472733;3.36;0.54;0.7046979865771812;6;Medium;True;False
7.6;0.54;0.02;1.7;0.085;17.0;31.0;0.958526631888968;3.37;0.51;0.697986577181208;6;Medium;True;False
11.5;0.42;0.48;2.6;0.077;8.0;20.0;0.9610579606922173;3.09;0.53;0.7382550335570469;5;Medium;True;False
8.2;0.44;0.24;2.3;0.063;10.0;28.0;0.9587576276732949;3.25;0.53;0.6845637583892616;6;Medium;True;False
6.1;0.59;0.01;2.1;0.056;5.0;13.0;0.9574005274403743;3.52;0.56;0.7651006711409396;5;Medium;True;False
7.2;0.655;0.03;1.8;0.078;7.0;12.0;0.9585073822402741;3.34;0.39;0.6375838926174496;5;Medium;True;False
6.9;0.57;0.0;2.8;0.081;21.0;41.0;0.9578432693603341;3.41;0.52;0.7248322147651007;5;Medium;True;False
9.0;0.6;0.29;2.0;0.069;32.0;73.0;0.9591522454715201;3.34;0.57;0.6711409395973155;5;Medium;True;False
7.2;0.62;0.01;2.3;0.065;8.0;46.0;0.9560530520318004;3.32;0.51;0.7919463087248323;6;Medium;True;False
7.6;0.645;0.03;1.9;0.086;14.0;57.0;0.9594987391480105;3.37;0.46;0.6912751677852349;5;Medium;True;False
7.2;0.58;0.03;2.3;0.077;7.0;28.0;0.958324510577682;3.35;0.52;0.6711409395973155;5;Medium;True;False
6.1;0.32;0.25;1.8;0.086;5.0;32.0;0.9573235288455986;3.36;0.44;0.6778523489932885;5;Medium;True;False
6.1;0.34;0.25;1.8;0.084;4.0;28.0;0.9573235288455986;3.36;0.44;0.6778523489932885;5;Medium;True;False
7.3;0.43;0.24;2.5;0.078;27.0;67.0;0.9590944965254384;3.6;0.59;0.7449664429530201;6;Medium;True;False
7.4;0.64;0.17;5.4;0.168;52.0;98.0;0.9599414810679705;3.28;0.5;0.6375838926174496;5;Medium;True;False
11.6;0.475;0.4;1.4;0.091;6.0;28.0;0.9596334866888679;3.07;0.65;0.6733780760626376;6;Medium;True;False
9.2;0.54;0.31;2.3;0.112;11.0;38.0;0.9595853625671332;3.24;0.56;0.7315436241610739;5;Medium;True;False
8.3;0.85;0.14;2.5;0.093;13.0;54.0;0.959825983175807;3.36;0.54;0.6778523489932885;5;Medium;True;False
8.0;0.83;0.27;2.0;0.08;11.0;63.0;0.9591329958228262;3.29;0.48;0.6577181208053692;4;Low;True;False
7.2;0.605;0.02;1.9;0.096;10.0;31.0;0.957670022522089;3.46;0.53;0.7919463087248323;6;Medium;True;False
7.8;0.5;0.09;2.2;0.115;10.0;42.0;0.9596912356349496;3.18;0.62;0.6375838926174496;5;Medium;True;False
7.3;0.74;0.08;1.7;0.094;10.0;45.0;0.9584015091724576;3.24;0.5;0.6577181208053692;5;Medium;True;False
6.9;0.54;0.3;2.2;0.088;9.0;105.0;0.959835608000154;3.25;1.18;0.7046979865771812;6;Medium;True;False
8.0;0.77;0.32;2.1;0.079;16.0;74.0;0.959171495120214;3.27;0.5;0.6577181208053692;6;Medium;True;False
6.6;0.61;0.0;1.6;0.069;4.0;8.0;0.9566690407900055;3.33;0.37;0.697986577181208;4;Low;True;False
8.7;0.78;0.51;1.7;0.415;12.0;66.0;0.9588538759167644;3.0;1.17;0.6174496644295301;5;Medium;True;False
7.5;0.58;0.56;3.1;0.153;5.0;14.0;0.957439026737762;3.21;1.03;0.7785234899328859;6;Medium;True;False
7.7;0.75;0.27;3.8;0.11;34.0;89.0;0.9592484937149897;3.24;0.45;0.6241610738255033;5;Medium;True;False
6.8;0.815;0.0;1.2;0.267;16.0;29.0;0.9573909026160272;3.32;0.51;0.6577181208053692;3;Low;True;False
7.2;0.56;0.26;2.0;0.083;13.0;100.0;0.9584977574159271;3.26;0.52;0.6644295302013423;5;Medium;True;False
8.2;0.885;0.2;1.4;0.086;7.0;31.0;0.9572850295482108;3.11;0.46;0.6711409395973155;5;Medium;True;False
5.2;0.49;0.26;2.3;0.09;23.0;74.0;0.9579587672524976;3.71;0.62;0.8187919463087248;6;Medium;True;False
7.2;0.45;0.15;2.0;0.078;10.0;28.0;0.9587191283759071;3.29;0.51;0.6644295302013423;6;Medium;True;False
7.5;0.57;0.02;2.6;0.077;11.0;35.0;0.9582186375098654;3.36;0.62;0.7248322147651007;6;Medium;True;False
6.8;0.83;0.09;1.8;0.074;4.0;25.0;0.9579972665498855;3.38;0.45;0.6442953020134228;5;Medium;True;False
8.0;0.6;0.22;2.1;0.08;25.0;105.0;0.9587576276732949;3.3;0.49;0.6644295302013423;5;Medium;True;False
7.1;0.755;0.15;1.8;0.107;20.0;84.0;0.9585651311863558;3.19;0.5;0.6375838926174496;5;Medium;True;False
8.0;0.81;0.25;3.4;0.076;34.0;85.0;0.9592869930123775;3.19;0.42;0.6174496644295301;5;Medium;True;False
7.4;0.64;0.07;1.8;0.1;8.0;23.0;0.9587287532002541;3.3;0.58;0.6442953020134228;5;Medium;True;False
6.6;0.64;0.31;6.1;0.083;7.0;49.0;0.9597682342297252;3.35;0.68;0.6912751677852349;5;Medium;True;False
6.7;0.48;0.02;2.2;0.08;36.0;111.0;0.9579010183064159;3.1;0.53;0.6510067114093959;5;Medium;True;False
6.0;0.49;0.0;2.3;0.068;15.0;33.0;0.9556680590579222;3.58;0.59;0.8389261744966443;6;Medium;True;False
8.0;0.64;0.22;2.4;0.094;5.0;33.0;0.958748002848948;3.37;0.58;0.7382550335570469;5;Medium;True;False
7.1;0.62;0.06;1.3;0.07;5.0;12.0;0.9569000365743324;3.17;0.48;0.6577181208053692;5;Medium;True;False
8.0;0.52;0.25;2.0;0.078;19.0;59.0;0.958748002848948;3.3;0.48;0.6845637583892616;5;Medium;True;False
6.4;0.57;0.14;3.9;0.07;27.0;73.0;0.9592966178367245;3.32;0.48;0.6174496644295301;5;Medium;True;False
8.6;0.685;0.1;1.6;0.092;3.0;12.0;0.9600281044870931;3.31;0.65;0.6409395973154363;6;Medium;True;False
8.7;0.675;0.1;1.6;0.09;4.0;11.0;0.9600281044870931;3.31;0.65;0.6409395973154363;5;Medium;True;False
7.3;0.59;0.26;2.0;0.08;17.0;104.0;0.9584785077672332;3.28;0.52;0.6644295302013423;5;Medium;True;False
7.0;0.6;0.12;2.2;0.083;13.0;28.0;0.9592099944176019;3.52;0.62;0.6845637583892616;7;High;True;False
7.2;0.67;0.0;2.2;0.068;10.0;24.0;0.9582475119829064;3.42;0.72;0.7449664429530201;6;Medium;True;False
7.9;0.69;0.21;2.1;0.08;33.0;141.0;0.9588250014437236;3.25;0.51;0.6644295302013423;5;Medium;True;False
7.6;0.3;0.42;2.0;0.052;6.0;24.0;0.9589212496871932;3.44;0.82;0.7986577181208053;6;Medium;True;False
7.2;0.33;0.33;1.7;0.061;3.0;13.0;0.9586325049567845;3.23;1.1;0.6711409395973155;8;High;True;False
8.0;0.5;0.39;2.6;0.082;12.0;46.0;0.9610387110435235;3.43;0.62;0.7181208053691275;6;Medium;True;False
7.7;0.28;0.3;2.0;0.062;18.0;34.0;0.9578625190090281;3.28;0.9;0.7583892617449665;7;High;True;False
8.2;0.24;0.34;5.1;0.062;8.0;22.0;0.9599799803653583;3.22;0.94;0.7315436241610739;6;Medium;True;False
6.0;0.51;0.0;2.1;0.064;40.0;54.0;0.957670022522089;3.54;0.93;0.7181208053691275;6;Medium;True;False
8.1;0.29;0.36;2.2;0.048;35.0;53.0;0.957670022522089;3.27;1.01;0.8322147651006712;7;High;True;False
6.6;0.96;0.0;1.8;0.082;5.0;16.0;0.9563225471135152;3.5;0.44;0.7986577181208053;6;Medium;True;False
6.4;0.47;0.4;2.4;0.071;8.0;19.0;0.9589212496871932;3.56;0.73;0.7114093959731543;6;Medium;True;False
9.9;0.57;0.25;2.0;0.104;12.0;89.0;0.9589212496871932;3.04;0.9;0.6778523489932885;5;Medium;True;False
10.0;0.32;0.59;2.2;0.077;3.0;15.0;0.9619049452347495;3.2;0.78;0.6442953020134228;5;Medium;True;False
6.2;0.58;0.0;1.6;0.065;8.0;18.0;0.9592099944176019;3.56;0.84;0.6308724832214765;5;Medium;True;False
7.3;0.34;0.33;2.5;0.064;21.0;37.0;0.9578625190090281;3.35;0.77;0.8120805369127516;7;High;True;False
7.8;0.53;0.01;1.6;0.077;3.0;19.0;0.957670022522089;3.16;0.46;0.6577181208053692;5;Medium;True;False
7.7;0.64;0.21;2.2;0.077;32.0;133.0;0.9582475119829064;3.27;0.45;0.6644295302013423;5;Medium;True;False
7.5;0.4;0.18;1.6;0.079;24.0;58.0;0.9591137461741324;3.34;0.58;0.6308724832214765;5;Medium;True;False
7.0;0.54;0.0;2.1;0.079;39.0;55.0;0.9582475119829064;3.39;0.84;0.7651006711409396;6;Medium;True;False
6.4;0.53;0.09;3.9;0.123;14.0;31.0;0.959402490904541;3.5;0.67;0.7382550335570469;4;Low;True;False
8.3;0.26;0.37;1.4;0.076;8.0;23.0;0.9599799803653583;3.26;0.7;0.6442953020134228;6;Medium;True;False
7.7;0.23;0.37;1.8;0.046;23.0;60.0;0.9596912356349496;3.41;0.71;0.8120805369127516;6;Medium;True;False
7.6;0.41;0.33;2.5;0.078;6.0;23.0;0.9583437602263759;3.3;0.58;0.7516778523489932;5;Medium;True;False
7.8;0.64;0.0;1.9;0.072;27.0;55.0;0.9588250014437236;3.31;0.63;0.7382550335570469;5;Medium;True;False
7.9;0.18;0.4;2.2;0.049;38.0;67.0;0.9586325049567845;3.33;0.93;0.7583892617449665;5;Medium;True;False
7.4;0.41;0.24;1.8;0.066;18.0;47.0;0.9582475119829064;3.37;0.62;0.697986577181208;5;Medium;True;False
7.6;0.43;0.31;2.1;0.069;13.0;74.0;0.9584400084698455;3.26;0.54;0.6644295302013423;6;Medium;True;False
5.9;0.44;0.0;1.6;0.042;3.0;11.0;0.9570925330612716;3.48;0.85;0.785234899328859;6;Medium;True;False
6.1;0.4;0.16;1.8;0.069;11.0;25.0;0.9581512637394368;3.42;0.74;0.6778523489932885;7;High;True;False
10.2;0.54;0.37;15.4;0.214;55.0;95.0;0.9660339948795934;3.18;0.77;0.6040268456375839;6;Medium;True;False
10.0;0.38;0.38;1.6;0.169;27.0;90.0;0.9616546998017287;3.15;0.65;0.5704697986577181;5;Medium;True;False
6.8;0.915;0.29;4.8;0.07;15.0;39.0;0.9584111339968046;3.53;0.54;0.7449664429530201;5;Medium;True;False
7.0;0.59;0.0;1.7;0.052;3.0;8.0;0.9586325049567845;3.41;0.47;0.6912751677852349;5;Medium;True;False
7.3;0.67;0.02;2.2;0.072;31.0;92.0;0.958305260928988;3.32;0.68;0.742729306487698;6;Medium;True;False
7.2;0.37;0.32;2.0;0.062;15.0;28.0;0.9573812777916804;3.23;0.73;0.7583892617449665;7;High;True;False
7.4;0.785;0.19;5.2;0.094;19.0;98.0;0.9597201101079905;3.16;0.52;0.6420581655480987;6;Medium;True;False
6.9;0.63;0.02;1.9;0.078;18.0;30.0;0.9597104852836436;3.4;0.75;0.6577181208053692;5;Medium;True;False
6.9;0.58;0.2;1.75;0.058;8.0;22.0;0.9559568037883308;3.38;0.49;0.785234899328859;5;Medium;True;False
7.3;0.67;0.02;2.2;0.072;31.0;92.0;0.958305260928988;3.32;0.68;0.7449664429530201;6;Medium;True;False
7.4;0.785;0.19;5.2;0.094;19.0;98.0;0.9597201101079905;3.16;0.52;0.6442953020134228;6;Medium;True;False
6.8;0.67;0.0;1.9;0.08;22.0;39.0;0.959604612215827;3.4;0.74;0.6510067114093959;5;Medium;True;False
6.9;0.58;0.01;1.9;0.08;40.0;54.0;0.9594313653775819;3.4;0.73;0.6510067114093959;5;Medium;True;False
7.2;0.38;0.31;2.0;0.056;15.0;29.0;0.9574005274403743;3.23;0.76;0.7583892617449665;8;High;True;False
7.8;0.32;0.44;2.7;0.104;8.0;17.0;0.9599029817705826;3.33;0.78;0.7382550335570469;7;High;True;False
6.6;0.58;0.02;2.0;0.062;37.0;53.0;0.9564572946543725;3.35;0.76;0.7785234899328859;7;High;True;False
7.6;0.49;0.33;1.9;0.074;27.0;85.0;0.9596527363375618;3.41;0.58;0.6040268456375839;5;Medium;True;False
11.7;0.45;0.63;2.2;0.073;7.0;23.0;0.962232189262546;3.21;0.69;0.7315436241610739;6;Medium;True;False
6.5;0.9;0.0;1.6;0.052;9.0;17.0;0.9573524033186395;3.5;0.63;0.7315436241610739;6;Medium;True;False
6.0;0.54;0.06;1.8;0.05;38.0;89.0;0.9551290688944927;3.3;0.5;0.7080536912751678;6;Medium;True;False
8.4;0.29;0.4;1.7;0.067;8.0;20.0;0.9586613794298253;3.39;0.6;0.7046979865771812;5;Medium;True;False
7.9;0.2;0.35;1.7;0.054;7.0;15.0;0.9572657798995169;3.32;0.8;0.7986577181208053;7;High;True;False
6.4;0.42;0.09;2.3;0.054;34.0;64.0;0.959825983175807;3.41;0.68;0.697986577181208;6;Medium;True;False
6.2;0.785;0.0;2.1;0.06;6.0;13.0;0.9592484937149897;3.59;0.61;0.6711409395973155;4;Low;True;False
6.8;0.64;0.03;2.3;0.075;14.0;31.0;0.9581031396177019;3.36;0.58;0.697986577181208;6;Medium;True;False
6.9;0.63;0.01;2.4;0.076;14.0;39.0;0.957881768657722;3.34;0.53;0.7248322147651007;6;Medium;True;False
6.8;0.59;0.1;1.7;0.063;34.0;53.0;0.9584400084698455;3.41;0.67;0.6510067114093959;5;Medium;True;False
7.3;0.48;0.32;2.1;0.062;31.0;54.0;0.9598644824731949;3.3;0.65;0.6711409395973155;7;High;True;False
6.7;1.04;0.08;2.3;0.067;19.0;32.0;0.9590944965254384;3.52;0.57;0.7382550335570469;4;Low;True;False
7.3;0.98;0.05;2.1;0.061;20.0;49.0;0.9596431115132149;3.31;0.55;0.6510067114093959;3;Low;True;False
10.0;0.69;0.11;1.4;0.084;8.0;24.0;0.9584207588211515;2.88;0.47;0.6510067114093959;5;Medium;True;False
6.7;0.7;0.08;3.75;0.067;8.0;16.0;0.9560723016804943;3.43;0.52;0.8456375838926175;5;Medium;True;False
7.6;0.35;0.6;2.6;0.073;23.0;44.0;0.959171495120214;3.38;0.79;0.7449664429530201;6;Medium;True;False
6.1;0.6;0.08;1.8;0.071;14.0;45.0;0.9560915513291882;3.38;0.54;0.7382550335570469;5;Medium;True;False
9.9;0.5;0.5;13.8;0.205;48.0;82.0;0.9648116421875301;3.16;0.75;0.5906040268456376;5;Medium;True;False
5.3;0.47;0.11;2.2;0.048;16.0;89.0;0.9546093283797571;3.54;0.88;0.9105145413870268;7;High;True;False
5.3;0.47;0.11;2.2;0.048;16.0;89.0;0.9546093283797571;3.54;0.88;0.9127516778523489;7;High;True;False
7.1;0.875;0.05;5.7;0.082;3.0;14.0;0.9606344684209512;3.4;0.52;0.6845637583892616;3;Low;True;False
8.2;0.28;0.6;3.0;0.104;10.0;22.0;0.9608269649078903;3.39;0.68;0.7114093959731543;5;Medium;True;False
5.6;0.62;0.03;1.5;0.08;6.0;13.0;0.9576507728733951;3.66;0.62;0.6778523489932885;4;Low;True;False
7.2;0.58;0.54;2.1;0.114;3.0;9.0;0.9597778590540723;3.33;0.57;0.6912751677852349;4;Low;True;False
8.1;0.33;0.44;1.5;0.042;6.0;12.0;0.9580742651446611;3.35;0.61;0.7181208053691275;5;Medium;True;False
6.8;0.91;0.06;2.0;0.06;4.0;11.0;0.9585555063620089;3.53;0.64;0.7315436241610739;4;Low;True;False
7.0;0.655;0.16;2.1;0.074;8.0;25.0;0.9586902539028662;3.37;0.55;0.6510067114093959;5;Medium;True;False
6.8;0.68;0.21;2.1;0.07;9.0;23.0;0.958112764442049;3.38;0.6;0.6912751677852349;5;Medium;True;False
6.0;0.64;0.05;1.9;0.066;9.0;17.0;0.9576315232247011;3.52;0.78;0.7114093959731543;5;Medium;True;False
5.6;0.54;0.04;1.7;0.049;5.0;13.0;0.9569000365743324;3.72;0.58;0.7651006711409396;5;Medium;True;False
6.2;0.57;0.1;2.1;0.048;4.0;11.0;0.9571695316560473;3.44;0.76;0.7248322147651007;6;Medium;True;False
7.1;0.22;0.49;1.8;0.039;8.0;18.0;0.9561685499239638;3.39;0.56;0.8322147651006712;6;Medium;True;False
6.2;0.65;0.06;1.6;0.05;6.0;18.0;0.9562070492213517;3.57;0.54;0.8020134228187918;5;Medium;True;False
7.7;0.54;0.26;1.9;0.089;23.0;147.0;0.958978998633275;3.26;0.59;0.6510067114093959;5;Medium;True;False
6.4;0.31;0.09;1.4;0.066;15.0;28.0;0.9572754047238637;3.42;0.7;0.6711409395973155;7;High;True;False
7.0;0.43;0.02;1.9;0.08;15.0;28.0;0.9575930239273134;3.35;0.81;0.7114093959731543;6;Medium;True;False
